"","sc3_27_clusters"
"GSM2612539","18"
"GSM2612540","11"
"GSM2612541","10"
"GSM2612542","12"
"GSM2612543","19"
"GSM2612544","13"
"GSM2612545","13"
"GSM2612546","12"
"GSM2612547","10"
"GSM2612548","23"
"GSM2612549","8"
"GSM2612550","8"
"GSM2612551","8"
"GSM2612552","13"
"GSM2612553","8"
"GSM2612554","16"
"GSM2612555","8"
"GSM2612556","8"
"GSM2612557","12"
"GSM2612558","11"
"GSM2612559","19"
"GSM2612560","18"
"GSM2612561","10"
"GSM2612562","13"
"GSM2612563","23"
"GSM2612564","10"
"GSM2612565","19"
"GSM2612566","8"
"GSM2612567","8"
"GSM2612568","8"
"GSM2612569","10"
"GSM2612570","10"
"GSM2612571","13"
"GSM2612572","8"
"GSM2612573","8"
"GSM2612574","8"
"GSM2612575","8"
"GSM2612576","10"
"GSM2612577","19"
"GSM2612578","8"
"GSM2612579","8"
"GSM2612580","8"
"GSM2612581","18"
"GSM2612582","22"
"GSM2612583","23"
"GSM2612584","19"
"GSM2612585","8"
"GSM2612586","12"
"GSM2612587","8"
"GSM2612588","13"
"GSM2612589","19"
"GSM2612590","18"
"GSM2612591","8"
"GSM2612592","13"
"GSM2612593","8"
"GSM2612594","8"
"GSM2612595","23"
"GSM2612596","13"
"GSM2612597","19"
"GSM2612598","13"
"GSM2612599","8"
"GSM2612600","8"
"GSM2612601","12"
"GSM2612602","8"
"GSM2612603","13"
"GSM2612604","13"
"GSM2612605","18"
"GSM2612606","19"
"GSM2612607","10"
"GSM2612608","8"
"GSM2612609","13"
"GSM2612610","23"
"GSM2612611","8"
"GSM2612612","23"
"GSM2612613","11"
"GSM2612614","10"
"GSM2612615","26"
"GSM2612616","8"
"GSM2612617","13"
"GSM2612618","23"
"GSM2612619","8"
"GSM2612620","13"
"GSM2612621","23"
"GSM2612622","8"
"GSM2612623","22"
"GSM2612624","8"
"GSM2612625","18"
"GSM2612626","10"
"GSM2612627","22"
"GSM2612628","8"
"GSM2612629","8"
"GSM2612630","19"
"GSM2612631","8"
"GSM2612632","10"
"GSM2612633","8"
"GSM2612634","11"
"GSM2612635","13"
"GSM2612636","23"
"GSM2612637","11"
"GSM2612638","8"
"GSM2612639","8"
"GSM2612640","8"
"GSM2612641","12"
"GSM2612642","8"
"GSM2612643","19"
"GSM2612644","23"
"GSM2612645","13"
"GSM2612646","8"
"GSM2612647","10"
"GSM2612648","13"
"GSM2612649","8"
"GSM2612650","22"
"GSM2612651","23"
"GSM2612652","8"
"GSM2612653","10"
"GSM2612654","8"
"GSM2612655","8"
"GSM2612656","10"
"GSM2612657","23"
"GSM2612658","8"
"GSM2612659","10"
"GSM2612660","26"
"GSM2612661","19"
"GSM2612662","12"
"GSM2612663","8"
"GSM2612664","11"
"GSM2612665","19"
"GSM2612666","16"
"GSM2612667","8"
"GSM2612668","11"
"GSM2612669","8"
"GSM2612670","19"
"GSM2612671","8"
"GSM2612672","8"
"GSM2612673","23"
"GSM2612674","12"
"GSM2612675","8"
"GSM2612676","19"
"GSM2612677","10"
"GSM2612678","12"
"GSM2612679","19"
"GSM2612680","8"
"GSM2612681","10"
"GSM2612682","13"
"GSM2612683","10"
"GSM2612684","8"
"GSM2612685","18"
"GSM2612686","13"
"GSM2612687","10"
"GSM2612688","10"
"GSM2612689","22"
"GSM2612690","8"
"GSM2612691","19"
"GSM2612692","13"
"GSM2612693","19"
"GSM2612694","16"
"GSM2612695","8"
"GSM2612696","16"
"GSM2612697","13"
"GSM2612698","13"
"GSM2612699","10"
"GSM2612700","13"
"GSM2612701","10"
"GSM2612702","13"
"GSM2612703","18"
"GSM2612704","13"
"GSM2612705","16"
"GSM2612706","8"
"GSM2612707","10"
"GSM2612708","12"
"GSM2612709","8"
"GSM2612710","8"
"GSM2612711","8"
"GSM2612712","8"
"GSM2612713","13"
"GSM2612714","18"
"GSM2612715","19"
"GSM2612716","8"
"GSM2612717","19"
"GSM2612718","13"
"GSM2612719","8"
"GSM2612720","13"
"GSM2612721","13"
"GSM2612722","8"
"GSM2612723","10"
"GSM2612724","10"
"GSM2612725","8"
"GSM2612726","12"
"GSM2612727","8"
"GSM2612728","8"
"GSM2612729","10"
"GSM2612730","23"
"GSM2612731","11"
"GSM2612732","11"
"GSM2612733","19"
"GSM2612734","13"
"GSM2612735","13"
"GSM2612736","13"
"GSM2612737","8"
"GSM2612738","13"
"GSM2612739","18"
"GSM2612740","11"
"GSM2612741","18"
"GSM2612742","8"
"GSM2612743","8"
"GSM2612744","13"
"GSM2612745","13"
"GSM2612746","23"
"GSM2612747","23"
"GSM2612748","8"
"GSM2612749","10"
"GSM2612750","13"
"GSM2612751","13"
"GSM2612752","10"
"GSM2612753","13"
"GSM2612754","23"
"GSM2612755","13"
"GSM2612756","19"
"GSM2612757","8"
"GSM2612758","13"
"GSM2612759","8"
"GSM2612760","8"
"GSM2612761","19"
"GSM2612762","10"
"GSM2612763","13"
"GSM2612764","10"
"GSM2612765","8"
"GSM2612766","8"
"GSM2612767","19"
"GSM2612768","18"
"GSM2612769","23"
"GSM2612770","18"
"GSM2612771","8"
"GSM2612772","13"
"GSM2612773","8"
"GSM2612774","18"
"GSM2612775","18"
"GSM2612776","18"
"GSM2612777","19"
"GSM2612778","19"
"GSM2612779","23"
"GSM2612780","13"
"GSM2612781","26"
"GSM2612782","8"
"GSM2612783","23"
"GSM2612784","8"
"GSM2612785","8"
"GSM2612786","19"
"GSM2612787","19"
"GSM2612788","8"
"GSM2612789","19"
"GSM2612790","10"
"GSM2612791","8"
"GSM2612792","8"
"GSM2612793","8"
"GSM2612794","8"
"GSM2612795","8"
"GSM2612796","19"
"GSM2612797","8"
"GSM2612798","13"
"GSM2612799","19"
"GSM2612800","8"
"GSM2612801","13"
"GSM2612802","8"
"GSM2612803","13"
"GSM2612804","13"
"GSM2612805","8"
"GSM2612806","13"
"GSM2612807","13"
"GSM2612808","8"
"GSM2612809","10"
"GSM2612810","8"
"GSM2612811","19"
"GSM2612812","23"
"GSM2612813","16"
"GSM2612814","10"
"GSM2612815","13"
"GSM2612816","8"
"GSM2612817","13"
"GSM2612818","13"
"GSM2612819","19"
"GSM2612820","8"
"GSM2612821","8"
"GSM2612822","13"
"GSM2612823","13"
"GSM2612824","8"
"GSM2612825","13"
"GSM2612826","13"
"GSM2612827","18"
"GSM2612828","10"
"GSM2612829","10"
"GSM2612830","8"
"GSM2612831","18"
"GSM2612832","8"
"GSM2612833","8"
"GSM2612834","8"
"GSM2612835","18"
"GSM2612836","18"
"GSM2612837","13"
"GSM2612838","19"
"GSM2612839","13"
"GSM2612840","23"
"GSM2612841","11"
"GSM2612842","19"
"GSM2612843","8"
"GSM2612844","10"
"GSM2612845","10"
"GSM2612846","8"
"GSM2612847","8"
"GSM2612848","19"
"GSM2612849","8"
"GSM2612850","8"
"GSM2612851","23"
"GSM2612852","13"
"GSM2612853","22"
"GSM2612854","12"
"GSM2612855","15"
"GSM2612856","23"
"GSM2612857","10"
"GSM2612858","10"
"GSM2612859","8"
"GSM2612860","13"
"GSM2612861","13"
"GSM2612862","19"
"GSM2612863","19"
"GSM2612864","13"
"GSM2612865","19"
"GSM2612866","19"
"GSM2612867","19"
"GSM2612868","23"
"GSM2612869","23"
"GSM2612870","23"
"GSM2612871","13"
"GSM2612872","13"
"GSM2612873","19"
"GSM2612874","19"
"GSM2612875","8"
"GSM2612876","12"
"GSM2612877","8"
"GSM2612878","23"
"GSM2612879","19"
"GSM2612880","19"
"GSM2612881","13"
"GSM2612882","8"
"GSM2612883","13"
"GSM2612884","8"
"GSM2612885","13"
"GSM2612886","10"
"GSM2612887","10"
"GSM2612888","23"
"GSM2612889","10"
"GSM2612890","18"
"GSM2612891","26"
"GSM2612892","8"
"GSM2612893","23"
"GSM2612894","8"
"GSM2612895","8"
"GSM2612896","11"
"GSM2612897","23"
"GSM2612898","8"
"GSM2612899","18"
"GSM2612900","13"
"GSM2612901","10"
"GSM2612902","8"
"GSM2612903","13"
"GSM2612904","16"
"GSM2612905","8"
"GSM2612906","8"
"GSM2612907","10"
"GSM2612908","22"
"GSM2612909","8"
"GSM2612910","8"
"GSM2612911","8"
"GSM2612912","8"
"GSM2612913","13"
"GSM2612914","10"
"GSM2612915","13"
"GSM2612916","23"
"GSM2612917","10"
"GSM2612918","19"
"GSM2612919","8"
"GSM2612920","10"
"GSM2612921","10"
"GSM2612922","8"
"GSM2612923","10"
"GSM2612924","8"
"GSM2612925","19"
"GSM2612926","19"
"GSM2612927","8"
"GSM2612928","8"
"GSM2612929","26"
"GSM2612930","8"
"GSM2612931","19"
"GSM2612932","19"
"GSM2612933","18"
"GSM2612934","23"
"GSM2612935","19"
"GSM2612936","8"
"GSM2612937","13"
"GSM2612938","8"
"GSM2612939","15"
"GSM2612940","22"
"GSM2612941","10"
"GSM2612942","19"
"GSM2612943","19"
"GSM2612944","8"
"GSM2612945","23"
"GSM2612946","10"
"GSM2612947","8"
"GSM2612948","19"
"GSM2612949","11"
"GSM2612950","8"
"GSM2612951","8"
"GSM2612952","13"
"GSM2612953","10"
"GSM2612954","8"
"GSM2612955","8"
"GSM2612956","23"
"GSM2612957","19"
"GSM2612958","8"
"GSM2612959","8"
"GSM2612960","19"
"GSM2612961","8"
"GSM2612962","8"
"GSM2612963","10"
"GSM2612964","8"
"GSM2612965","10"
"GSM2612966","13"
"GSM2612967","8"
"GSM2612968","12"
"GSM2612969","19"
"GSM2612970","13"
"GSM2612971","13"
"GSM2612972","13"
"GSM2612973","13"
"GSM2612974","8"
"GSM2612975","13"
"GSM2612976","8"
"GSM2612977","10"
"GSM2612978","26"
"GSM2612979","8"
"GSM2612980","19"
"GSM2612981","8"
"GSM2612982","23"
"GSM2612983","22"
"GSM2612984","8"
"GSM2612985","19"
"GSM2612986","10"
"GSM2612987","19"
"GSM2612988","19"
"GSM2612989","13"
"GSM2612990","8"
"GSM2612991","13"
"GSM2612992","8"
"GSM2612993","13"
"GSM2612994","23"
"GSM2612995","10"
"GSM2612996","8"
"GSM2612997","13"
"GSM2612998","8"
"GSM2612999","10"
"GSM2613000","8"
"GSM2613001","19"
"GSM2613002","11"
"GSM2613003","13"
"GSM2613004","8"
"GSM2613005","13"
"GSM2613006","23"
"GSM2613007","19"
"GSM2613008","8"
"GSM2613009","19"
"GSM2613010","10"
"GSM2613011","8"
"GSM2613012","10"
"GSM2613013","23"
"GSM2613014","13"
"GSM2613015","13"
"GSM2613016","8"
"GSM2613017","13"
"GSM2613018","8"
"GSM2613019","23"
"GSM2613020","13"
"GSM2613021","8"
"GSM2613022","8"
"GSM2613023","10"
"GSM2613024","8"
"GSM2613025","19"
"GSM2613026","10"
"GSM2613027","13"
"GSM2613028","12"
"GSM2613029","23"
"GSM2613030","8"
"GSM2613031","8"
"GSM2613032","19"
"GSM2613033","19"
"GSM2613034","16"
"GSM2613035","8"
"GSM2613036","19"
"GSM2613037","23"
"GSM2613038","8"
"GSM2613039","19"
"GSM2613040","13"
"GSM2613041","10"
"GSM2613042","19"
"GSM2613043","19"
"GSM2613044","8"
"GSM2613045","13"
"GSM2613046","10"
"GSM2613047","18"
"GSM2613048","19"
"GSM2613049","12"
"GSM2613050","10"
"GSM2613051","8"
"GSM2613052","19"
"GSM2613053","8"
"GSM2613054","8"
"GSM2613055","19"
"GSM2613056","10"
"GSM2613057","19"
"GSM2613058","10"
"GSM2613059","8"
"GSM2613060","16"
"GSM2613061","12"
"GSM2613062","10"
"GSM2613063","13"
"GSM2613064","10"
"GSM2613065","8"
"GSM2613066","8"
"GSM2613067","8"
"GSM2613068","10"
"GSM2613069","19"
"GSM2613070","10"
"GSM2613071","19"
"GSM2613072","22"
"GSM2613073","13"
"GSM2613074","19"
"GSM2613075","13"
"GSM2613076","13"
"GSM2613077","18"
"GSM2613078","10"
"GSM2613079","8"
"GSM2613080","8"
"GSM2613081","8"
"GSM2613082","10"
"GSM2613083","10"
"GSM2613084","12"
"GSM2613085","22"
"GSM2613086","8"
"GSM2613087","19"
"GSM2613088","26"
"GSM2613089","23"
"GSM2613090","18"
"GSM2613091","13"
"GSM2613092","13"
"GSM2613093","8"
"GSM2613094","8"
"GSM2613095","13"
"GSM2613096","18"
"GSM2613097","13"
"GSM2613098","8"
"GSM2613099","13"
"GSM2613100","19"
"GSM2613101","23"
"GSM2613102","8"
"GSM2613103","13"
"GSM2613104","13"
"GSM2613105","16"
"GSM2613106","16"
"GSM2613107","10"
"GSM2613108","13"
"GSM2613109","19"
"GSM2613110","10"
"GSM2613111","8"
"GSM2613112","10"
"GSM2613113","13"
"GSM2613114","19"
"GSM2613115","19"
"GSM2613116","18"
"GSM2613117","10"
"GSM2613118","10"
"GSM2613119","13"
"GSM2613120","8"
"GSM2613121","13"
"GSM2613122","13"
"GSM2613123","10"
"GSM2613124","13"
"GSM2613125","13"
"GSM2613126","8"
"GSM2613127","8"
"GSM2613128","8"
"GSM2613129","8"
"GSM2613130","23"
"GSM2613131","8"
"GSM2613132","19"
"GSM2613133","8"
"GSM2613134","15"
"GSM2613135","13"
"GSM2613136","8"
"GSM2613137","10"
"GSM2613138","11"
"GSM2613139","11"
"GSM2613140","13"
"GSM2613141","8"
"GSM2613142","23"
"GSM2613143","13"
"GSM2613144","10"
"GSM2613145","11"
"GSM2613146","13"
"GSM2613147","13"
"GSM2613148","13"
"GSM2613149","23"
"GSM2613150","8"
"GSM2613151","8"
"GSM2613152","13"
"GSM2613153","8"
"GSM2613154","19"
"GSM2613155","8"
"GSM2613156","10"
"GSM2613157","12"
"GSM2613158","8"
"GSM2613159","13"
"GSM2613160","8"
"GSM2613161","12"
"GSM2613162","8"
"GSM2613163","19"
"GSM2613164","8"
"GSM2613165","19"
"GSM2613166","8"
"GSM2613167","8"
"GSM2613168","8"
"GSM2613169","8"
"GSM2613170","13"
"GSM2613171","8"
"GSM2613172","8"
"GSM2613173","18"
"GSM2613174","8"
"GSM2613175","10"
"GSM2613176","18"
"GSM2613177","8"
"GSM2613178","13"
"GSM2613179","8"
"GSM2613180","8"
"GSM2613181","13"
"GSM2613182","13"
"GSM2613183","23"
"GSM2613184","10"
"GSM2613185","26"
"GSM2613186","10"
"GSM2613187","18"
"GSM2613188","18"
"GSM2613189","19"
"GSM2613190","18"
"GSM2613191","8"
"GSM2613192","22"
"GSM2613193","13"
"GSM2613194","19"
"GSM2613195","8"
"GSM2613196","10"
"GSM2613197","13"
"GSM2613198","8"
"GSM2613199","8"
"GSM2613200","18"
"GSM2613201","13"
"GSM2613202","23"
"GSM2613203","18"
"GSM2613204","8"
"GSM2613205","13"
"GSM2613206","23"
"GSM2613207","8"
"GSM2613208","8"
"GSM2613209","10"
"GSM2613210","8"
"GSM2613211","8"
"GSM2613212","13"
"GSM2613213","13"
"GSM2613214","13"
"GSM2613215","10"
"GSM2613216","8"
"GSM2613217","13"
"GSM2613218","10"
"GSM2613219","13"
"GSM2613220","13"
"GSM2613221","8"
"GSM2613222","8"
"GSM2613223","19"
"GSM2613224","13"
"GSM2613225","8"
"GSM2613226","23"
"GSM2613227","18"
"GSM2613228","10"
"GSM2613229","13"
"GSM2613230","18"
"GSM2613231","8"
"GSM2613232","19"
"GSM2613233","11"
"GSM2613234","10"
"GSM2613235","23"
"GSM2613236","23"
"GSM2613237","13"
"GSM2613238","10"
"GSM2613239","10"
"GSM2613240","8"
"GSM2613241","18"
"GSM2613242","13"
"GSM2613243","12"
"GSM2613244","16"
"GSM2613245","13"
"GSM2613246","10"
"GSM2613247","13"
"GSM2613248","8"
"GSM2613249","13"
"GSM2613250","8"
"GSM2613251","19"
"GSM2613252","13"
"GSM2613253","13"
"GSM2613254","8"
"GSM2613255","23"
"GSM2613256","18"
"GSM2613257","8"
"GSM2613258","13"
"GSM2613259","13"
"GSM2613260","13"
"GSM2613261","18"
"GSM2613262","8"
"GSM2613263","8"
"GSM2613264","19"
"GSM2613265","8"
"GSM2613266","8"
"GSM2613267","19"
"GSM2613268","8"
"GSM2613269","13"
"GSM2613270","13"
"GSM2613271","8"
"GSM2613272","8"
"GSM2613273","16"
"GSM2613274","19"
"GSM2613275","18"
"GSM2613276","13"
"GSM2613277","8"
"GSM2613278","13"
"GSM2613279","22"
"GSM2613280","19"
"GSM2613281","13"
"GSM2613282","18"
"GSM2613283","10"
"GSM2613284","13"
"GSM2613285","13"
"GSM2613286","19"
"GSM2613287","8"
"GSM2613288","8"
"GSM2613289","18"
"GSM2613290","13"
"GSM2613291","8"
"GSM2613292","8"
"GSM2613293","8"
"GSM2613294","23"
"GSM2613295","13"
"GSM2613296","13"
"GSM2613297","13"
"GSM2613298","15"
"GSM2613299","16"
"GSM2613300","8"
"GSM2613301","8"
"GSM2613302","8"
"GSM2613303","8"
"GSM2613304","15"
"GSM2613305","10"
"GSM2613306","8"
"GSM2613307","8"
"GSM2613308","8"
"GSM2613309","13"
"GSM2613310","8"
"GSM2613311","13"
"GSM2613312","23"
"GSM2613313","8"
"GSM2613314","8"
"GSM2613315","13"
"GSM2613316","18"
"GSM2613317","19"
"GSM2613318","10"
"GSM2613319","23"
"GSM2613320","13"
"GSM2613321","8"
"GSM2613322","19"
"GSM2613323","13"
"GSM2613324","8"
"GSM2613325","18"
"GSM2613326","13"
"GSM2613327","19"
"GSM2613328","23"
"GSM2613329","13"
"GSM2613330","19"
"GSM2613331","13"
"GSM2613332","19"
"GSM2613333","23"
"GSM2613334","22"
"GSM2613335","10"
"GSM2613336","8"
"GSM2613337","19"
"GSM2613338","19"
"GSM2613339","8"
"GSM2613340","22"
"GSM2613341","8"
"GSM2613342","8"
"GSM2613343","8"
"GSM2613344","10"
"GSM2613345","19"
"GSM2613346","13"
"GSM2613347","8"
"GSM2613348","19"
"GSM2613349","22"
"GSM2613350","19"
"GSM2613351","18"
"GSM2613352","11"
"GSM2613353","8"
"GSM2613354","13"
"GSM2613355","8"
"GSM2613356","10"
"GSM2613357","22"
"GSM2613358","8"
"GSM2613359","10"
"GSM2613360","19"
"GSM2613361","8"
"GSM2613362","8"
"GSM2613363","10"
"GSM2613364","8"
"GSM2613365","8"
"GSM2613366","13"
"GSM2613367","13"
"GSM2613368","23"
"GSM2613369","8"
"GSM2613370","8"
"GSM2613371","10"
"GSM2613372","8"
"GSM2613373","18"
"GSM2613374","19"
"GSM2613375","8"
"GSM2613376","13"
"GSM2613377","8"
"GSM2613378","8"
"GSM2613379","10"
"GSM2613380","8"
"GSM2613381","8"
"GSM2613382","19"
"GSM2613383","8"
"GSM2613384","13"
"GSM2613385","19"
"GSM2613386","19"
"GSM2613387","13"
"GSM2613388","8"
"GSM2613389","8"
"GSM2613390","22"
"GSM2613391","13"
"GSM2613392","19"
"GSM2613393","8"
"GSM2613394","8"
"GSM2613395","8"
"GSM2613396","16"
"GSM2613397","23"
"GSM2613398","13"
"GSM2613399","13"
"GSM2613400","18"
"GSM2613401","8"
"GSM2613402","8"
"GSM2613403","8"
"GSM2613404","8"
"GSM2613405","13"
"GSM2613406","11"
"GSM2613407","8"
"GSM2613408","18"
"GSM2613409","8"
"GSM2613410","13"
"GSM2613411","8"
"GSM2613412","8"
"GSM2613413","19"
"GSM2613414","10"
"GSM2613415","13"
"GSM2613416","19"
"GSM2613417","23"
"GSM2613418","8"
"GSM2613419","8"
"GSM2613420","8"
"GSM2613421","18"
"GSM2613422","8"
"GSM2613423","11"
"GSM2613424","10"
"GSM2613425","19"
"GSM2613426","12"
"GSM2613427","10"
"GSM2613428","8"
"GSM2613429","19"
"GSM2613430","8"
"GSM2613431","8"
"GSM2613432","24"
"GSM2613433","18"
"GSM2613434","26"
"GSM2613435","19"
"GSM2613436","19"
"GSM2613437","8"
"GSM2613438","8"
"GSM2613439","13"
"GSM2613440","19"
"GSM2613441","8"
"GSM2613442","13"
"GSM2613443","8"
"GSM2613444","13"
"GSM2613445","8"
"GSM2613446","11"
"GSM2613447","8"
"GSM2613448","13"
"GSM2613449","13"
"GSM2613450","13"
"GSM2613451","8"
"GSM2613452","13"
"GSM2613453","13"
"GSM2613454","13"
"GSM2613455","8"
"GSM2613456","19"
"GSM2613457","8"
"GSM2613458","12"
"GSM2613459","13"
"GSM2613460","19"
"GSM2613461","8"
"GSM2613462","23"
"GSM2613463","22"
"GSM2613464","19"
"GSM2613465","8"
"GSM2613466","8"
"GSM2613467","10"
"GSM2613468","8"
"GSM2613469","19"
"GSM2613470","8"
"GSM2613471","8"
"GSM2613472","22"
"GSM2613473","13"
"GSM2613474","18"
"GSM2613475","23"
"GSM2613476","13"
"GSM2613477","8"
"GSM2613478","18"
"GSM2613479","19"
"GSM2613480","13"
"GSM2613481","11"
"GSM2613482","19"
"GSM2613483","10"
"GSM2613484","13"
"GSM2613485","18"
"GSM2613486","11"
"GSM2613487","8"
"GSM2613488","8"
"GSM2613489","13"
"GSM2613490","10"
"GSM2613491","8"
"GSM2613492","13"
"GSM2613493","8"
"GSM2613494","18"
"GSM2613495","19"
"GSM2613496","13"
"GSM2613497","19"
"GSM2613498","8"
"GSM2613499","10"
"GSM2613500","8"
"GSM2613501","19"
"GSM2613502","19"
"GSM2613503","13"
"GSM2613504","13"
"GSM2613505","8"
"GSM2613506","10"
"GSM2613507","8"
"GSM2613508","19"
"GSM2613509","10"
"GSM2613510","18"
"GSM2613511","11"
"GSM2613512","8"
"GSM2613513","10"
"GSM2613514","19"
"GSM2613515","18"
"GSM2613516","23"
"GSM2613517","8"
"GSM2613518","8"
"GSM2613519","8"
"GSM2613520","8"
"GSM2613521","13"
"GSM2613522","8"
"GSM2613523","8"
"GSM2613524","10"
"GSM2613525","18"
"GSM2613526","13"
"GSM2613527","8"
"GSM2613528","8"
"GSM2613529","16"
"GSM2613530","19"
"GSM2613531","10"
"GSM2613532","13"
"GSM2613533","16"
"GSM2613534","23"
"GSM2613535","13"
"GSM2613536","10"
"GSM2613537","8"
"GSM2613538","12"
"GSM2613539","23"
"GSM2613540","8"
"GSM2613541","10"
"GSM2613542","19"
"GSM2613543","8"
"GSM2613544","13"
"GSM2613545","13"
"GSM2613546","8"
"GSM2613547","11"
"GSM2613548","23"
"GSM2613549","8"
"GSM2613550","12"
"GSM2613551","13"
"GSM2613552","13"
"GSM2613553","8"
"GSM2613554","13"
"GSM2613555","13"
"GSM2613556","13"
"GSM2613557","13"
"GSM2613558","13"
"GSM2613559","10"
"GSM2613560","13"
"GSM2613561","19"
"GSM2613562","8"
"GSM2613563","19"
"GSM2613564","19"
"GSM2613565","8"
"GSM2613566","13"
"GSM2613567","10"
"GSM2613568","19"
"GSM2613569","8"
"GSM2613570","23"
"GSM2613571","23"
"GSM2613572","13"
"GSM2613573","13"
"GSM2613574","8"
"GSM2613575","19"
"GSM2613576","13"
"GSM2613577","8"
"GSM2613578","8"
"GSM2613579","13"
"GSM2613580","13"
"GSM2613581","12"
"GSM2613582","8"
"GSM2613583","13"
"GSM2613584","11"
"GSM2613585","10"
