"","sc3_27_clusters"
"GSM2613586","10"
"GSM2613587","23"
"GSM2613588","19"
"GSM2613589","13"
"GSM2613590","13"
"GSM2613591","8"
"GSM2613592","16"
"GSM2613593","13"
"GSM2613594","11"
"GSM2613595","19"
"GSM2613596","19"
"GSM2613597","10"
"GSM2613598","22"
"GSM2613599","19"
"GSM2613600","19"
"GSM2613601","8"
"GSM2613602","8"
"GSM2613603","8"
"GSM2613604","13"
"GSM2613605","8"
"GSM2613606","10"
"GSM2613607","13"
"GSM2613608","8"
"GSM2613609","23"
"GSM2613610","19"
"GSM2613611","13"
"GSM2613612","10"
"GSM2613613","8"
"GSM2613614","19"
"GSM2613615","13"
"GSM2613616","11"
"GSM2613617","13"
"GSM2613618","13"
"GSM2613619","19"
"GSM2613620","23"
"GSM2613621","8"
"GSM2613622","13"
"GSM2613623","13"
"GSM2613624","8"
"GSM2613625","10"
"GSM2613626","8"
"GSM2613627","13"
"GSM2613628","19"
"GSM2613629","8"
"GSM2613630","8"
"GSM2613631","19"
"GSM2613632","19"
"GSM2613633","8"
"GSM2613634","13"
"GSM2613635","19"
"GSM2613636","19"
"GSM2613637","8"
"GSM2613638","8"
"GSM2613639","8"
"GSM2613640","8"
"GSM2613641","8"
"GSM2613642","8"
"GSM2613643","11"
"GSM2613644","8"
"GSM2613645","8"
"GSM2613646","10"
"GSM2613647","13"
"GSM2613648","13"
"GSM2613649","13"
"GSM2613650","10"
"GSM2613651","8"
"GSM2613652","10"
"GSM2613653","8"
"GSM2613654","10"
"GSM2613655","12"
"GSM2613656","22"
"GSM2613657","12"
"GSM2613658","10"
"GSM2613659","8"
"GSM2613660","8"
"GSM2613661","19"
"GSM2613662","19"
"GSM2613663","8"
"GSM2613664","19"
"GSM2613665","8"
"GSM2613666","19"
"GSM2613667","19"
"GSM2613668","19"
"GSM2613669","11"
"GSM2613670","10"
"GSM2613671","8"
"GSM2613672","8"
"GSM2613673","8"
"GSM2613674","8"
"GSM2613675","16"
"GSM2613676","8"
"GSM2613677","23"
"GSM2613678","12"
"GSM2613679","8"
"GSM2613680","10"
"GSM2613681","8"
"GSM2613682","11"
"GSM2613683","10"
"GSM2613684","8"
"GSM2613685","10"
"GSM2613686","10"
"GSM2613687","23"
"GSM2613688","13"
"GSM2613689","8"
"GSM2613690","19"
"GSM2613691","13"
"GSM2613692","19"
"GSM2613693","19"
"GSM2613694","13"
"GSM2613695","8"
"GSM2613696","10"
"GSM2613697","13"
"GSM2613698","23"
"GSM2613699","13"
"GSM2613700","10"
"GSM2613701","8"
"GSM2613702","18"
"GSM2613703","19"
"GSM2613704","8"
"GSM2613705","26"
"GSM2613706","8"
"GSM2613707","26"
"GSM2613708","18"
"GSM2613709","8"
"GSM2613710","13"
"GSM2613711","10"
"GSM2613712","19"
"GSM2613713","13"
"GSM2613714","12"
"GSM2613715","8"
"GSM2613716","18"
"GSM2613717","23"
"GSM2613718","8"
"GSM2613719","26"
"GSM2613720","19"
"GSM2613721","18"
"GSM2613722","18"
"GSM2613723","18"
"GSM2613724","19"
"GSM2613725","22"
"GSM2613726","13"
"GSM2613727","13"
"GSM2613728","8"
"GSM2613729","8"
"GSM2613730","23"
"GSM2613731","19"
"GSM2613732","16"
"GSM2613733","13"
"GSM2613734","8"
"GSM2613735","13"
"GSM2613736","8"
"GSM2613737","23"
"GSM2613738","13"
"GSM2613739","8"
"GSM2613740","18"
"GSM2613741","8"
"GSM2613742","12"
"GSM2613743","8"
"GSM2613744","13"
"GSM2613745","19"
"GSM2613746","13"
"GSM2613747","8"
"GSM2613748","18"
"GSM2613749","19"
"GSM2613750","18"
"GSM2613751","8"
"GSM2613752","8"
"GSM2613753","8"
"GSM2613754","10"
"GSM2613755","8"
"GSM2613756","8"
"GSM2613757","8"
"GSM2613758","13"
"GSM2613759","8"
"GSM2613760","8"
"GSM2613761","8"
"GSM2613762","8"
"GSM2613763","19"
"GSM2613764","8"
"GSM2613765","19"
"GSM2613766","8"
"GSM2613767","18"
"GSM2613768","8"
"GSM2613769","12"
"GSM2613770","23"
"GSM2613771","13"
"GSM2613772","13"
"GSM2613773","23"
"GSM2613774","18"
"GSM2613775","12"
"GSM2613776","19"
"GSM2613777","12"
"GSM2613778","10"
"GSM2613779","19"
"GSM2613780","19"
"GSM2613781","10"
"GSM2613782","8"
"GSM2613783","8"
"GSM2613784","23"
"GSM2613785","8"
"GSM2613786","8"
"GSM2613787","8"
"GSM2613788","8"
"GSM2613789","13"
"GSM2613790","12"
"GSM2613791","8"
"GSM2613792","13"
"GSM2613793","23"
"GSM2613794","8"
"GSM2613795","23"
"GSM2613796","23"
"GSM2613797","22"
"GSM2613798","8"
"GSM2613799","23"
"GSM2613800","8"
"GSM2613801","26"
"GSM2613802","8"
"GSM2613803","18"
"GSM2613804","22"
"GSM2613805","13"
"GSM2613806","8"
"GSM2613807","8"
"GSM2613808","18"
"GSM2613809","10"
"GSM2613810","23"
"GSM2613811","19"
"GSM2613812","8"
"GSM2613813","8"
"GSM2613814","18"
"GSM2613815","19"
"GSM2613816","11"
"GSM2613817","13"
"GSM2613818","13"
"GSM2613819","8"
"GSM2613820","13"
"GSM2613821","19"
"GSM2613822","19"
"GSM2613823","10"
"GSM2613824","19"
"GSM2613825","8"
"GSM2613826","19"
"GSM2613827","19"
"GSM2613828","8"
"GSM2613829","18"
"GSM2613830","11"
"GSM2613831","8"
"GSM2613832","22"
"GSM2613833","8"
"GSM2613834","8"
"GSM2613835","8"
"GSM2613836","13"
"GSM2613837","13"
"GSM2613838","13"
"GSM2613839","8"
"GSM2613840","13"
"GSM2613841","19"
"GSM2613842","10"
"GSM2613843","13"
"GSM2613844","19"
"GSM2613845","13"
"GSM2613846","10"
"GSM2613847","8"
"GSM2613848","19"
"GSM2613849","18"
"GSM2613850","8"
"GSM2613851","19"
"GSM2613852","18"
"GSM2613853","8"
"GSM2613854","13"
"GSM2613855","8"
"GSM2613856","8"
"GSM2613857","8"
"GSM2613858","8"
"GSM2613859","10"
"GSM2613860","8"
"GSM2613861","8"
"GSM2613862","18"
"GSM2613863","13"
"GSM2613864","18"
"GSM2613865","23"
"GSM2613866","18"
"GSM2613867","19"
"GSM2613868","13"
"GSM2613869","13"
"GSM2613870","13"
"GSM2613871","23"
"GSM2613872","11"
"GSM2613873","19"
"GSM2613874","8"
"GSM2613875","8"
"GSM2613876","13"
"GSM2613877","11"
"GSM2613878","18"
"GSM2613879","15"
"GSM2613880","19"
"GSM2613881","10"
"GSM2613882","23"
"GSM2613883","8"
"GSM2613884","10"
"GSM2613885","19"
"GSM2613886","8"
"GSM2613887","8"
"GSM2613888","8"
"GSM2613889","13"
"GSM2613890","19"
"GSM2613891","19"
"GSM2613892","13"
"GSM2613893","8"
"GSM2613894","18"
"GSM2613895","13"
"GSM2613896","8"
"GSM2613897","18"
"GSM2613898","8"
"GSM2613899","13"
"GSM2613900","10"
"GSM2613901","10"
"GSM2613902","8"
"GSM2613903","8"
"GSM2613904","13"
"GSM2613905","19"
"GSM2613906","13"
"GSM2613907","8"
"GSM2613908","10"
"GSM2613909","8"
"GSM2613910","8"
"GSM2613911","23"
"GSM2613912","22"
"GSM2613913","16"
"GSM2613914","13"
"GSM2613915","23"
"GSM2613916","8"
"GSM2613917","19"
"GSM2613918","8"
"GSM2613919","10"
"GSM2613920","8"
"GSM2613921","8"
"GSM2613922","18"
"GSM2613923","8"
"GSM2613924","13"
"GSM2613925","13"
"GSM2613926","8"
"GSM2613927","13"
"GSM2613928","10"
"GSM2613929","8"
"GSM2613930","13"
"GSM2613931","10"
"GSM2613932","13"
"GSM2613933","23"
"GSM2613934","18"
"GSM2613935","13"
"GSM2613936","8"
"GSM2613937","8"
"GSM2613938","8"
"GSM2613939","10"
"GSM2613940","13"
"GSM2613941","8"
"GSM2613942","8"
"GSM2613943","19"
"GSM2613944","13"
"GSM2613945","8"
"GSM2613946","16"
"GSM2613947","8"
"GSM2613948","13"
"GSM2613949","8"
"GSM2613950","19"
"GSM2613951","12"
"GSM2613952","8"
"GSM2613953","19"
"GSM2613954","13"
"GSM2613955","10"
"GSM2613956","19"
"GSM2613957","13"
"GSM2613958","18"
"GSM2613959","8"
"GSM2613960","19"
"GSM2613961","18"
"GSM2613962","8"
"GSM2613963","13"
"GSM2613964","8"
"GSM2613965","10"
"GSM2613966","13"
"GSM2613967","8"
"GSM2613968","13"
"GSM2613969","8"
"GSM2613970","18"
"GSM2613971","8"
"GSM2613972","13"
"GSM2613973","13"
"GSM2613974","23"
"GSM2613975","18"
"GSM2613976","13"
"GSM2613977","10"
"GSM2613978","10"
"GSM2613979","10"
"GSM2613980","13"
"GSM2613981","8"
"GSM2613982","18"
"GSM2613983","13"
"GSM2613984","5"
"GSM2613985","5"
"GSM2613986","6"
"GSM2613987","1"
"GSM2613988","4"
"GSM2613989","5"
"GSM2613990","25"
"GSM2613991","8"
"GSM2613992","1"
"GSM2613993","1"
"GSM2613994","5"
"GSM2613995","1"
"GSM2613996","2"
"GSM2613997","4"
"GSM2613998","5"
"GSM2613999","5"
"GSM2614000","5"
"GSM2614001","23"
"GSM2614002","1"
"GSM2614003","5"
"GSM2614004","20"
"GSM2614005","4"
"GSM2614006","5"
"GSM2614007","7"
"GSM2614008","5"
"GSM2614009","5"
"GSM2614010","5"
"GSM2614011","5"
"GSM2614012","5"
"GSM2614013","5"
"GSM2614014","6"
"GSM2614015","5"
"GSM2614016","5"
"GSM2614017","21"
"GSM2614018","6"
"GSM2614019","5"
"GSM2614020","3"
"GSM2614021","5"
"GSM2614022","20"
"GSM2614023","5"
"GSM2614024","5"
"GSM2614025","8"
"GSM2614026","2"
"GSM2614027","5"
"GSM2614028","20"
"GSM2614029","4"
"GSM2614030","5"
"GSM2614031","5"
"GSM2614032","5"
"GSM2614033","21"
"GSM2614034","5"
"GSM2614035","4"
"GSM2614036","3"
"GSM2614037","5"
"GSM2614038","2"
"GSM2614039","2"
"GSM2614040","5"
"GSM2614041","21"
"GSM2614042","5"
"GSM2614043","2"
"GSM2614044","17"
"GSM2614045","5"
"GSM2614046","3"
"GSM2614047","7"
"GSM2614048","5"
"GSM2614049","2"
"GSM2614050","7"
"GSM2614051","5"
"GSM2614052","3"
"GSM2614053","8"
"GSM2614054","1"
"GSM2614055","4"
"GSM2614056","5"
"GSM2614057","8"
"GSM2614058","6"
"GSM2614059","7"
"GSM2614060","6"
"GSM2614061","5"
"GSM2614062","4"
"GSM2614063","4"
"GSM2614064","20"
"GSM2614065","20"
"GSM2614066","1"
"GSM2614067","5"
"GSM2614068","25"
"GSM2614069","20"
"GSM2614070","5"
"GSM2614071","27"
"GSM2614072","4"
"GSM2614073","5"
"GSM2614074","7"
"GSM2614075","1"
"GSM2614076","4"
"GSM2614077","1"
"GSM2614078","3"
"GSM2614079","1"
"GSM2614080","21"
"GSM2614081","1"
"GSM2614082","1"
"GSM2614083","4"
"GSM2614084","1"
"GSM2614085","2"
"GSM2614086","5"
"GSM2614087","7"
"GSM2614088","1"
"GSM2614089","8"
"GSM2614090","4"
"GSM2614091","5"
"GSM2614092","5"
"GSM2614093","1"
"GSM2614094","5"
"GSM2614095","4"
"GSM2614096","5"
"GSM2614097","5"
"GSM2614098","1"
"GSM2614099","5"
"GSM2614100","8"
"GSM2614101","5"
"GSM2614102","1"
"GSM2614103","17"
"GSM2614104","2"
"GSM2614105","5"
"GSM2614106","5"
"GSM2614107","5"
"GSM2614108","20"
"GSM2614109","4"
"GSM2614110","3"
"GSM2614111","20"
"GSM2614112","2"
"GSM2614113","21"
"GSM2614114","5"
"GSM2614115","5"
"GSM2614116","6"
"GSM2614117","3"
"GSM2614118","5"
"GSM2614119","1"
"GSM2614120","2"
"GSM2614121","2"
"GSM2614122","6"
"GSM2614123","1"
"GSM2614124","1"
"GSM2614125","3"
"GSM2614126","6"
"GSM2614127","20"
"GSM2614128","3"
"GSM2614129","5"
"GSM2614130","7"
"GSM2614131","5"
"GSM2614132","5"
"GSM2614133","6"
"GSM2614134","21"
"GSM2614135","1"
"GSM2614136","3"
"GSM2614137","5"
"GSM2614138","5"
"GSM2614139","1"
"GSM2614140","5"
"GSM2614141","5"
"GSM2614142","5"
"GSM2614143","5"
"GSM2614144","4"
"GSM2614145","6"
"GSM2614146","5"
"GSM2614147","1"
"GSM2614148","5"
"GSM2614149","21"
"GSM2614150","7"
"GSM2614151","1"
"GSM2614152","5"
"GSM2614153","1"
"GSM2614154","3"
"GSM2614155","4"
"GSM2614156","20"
"GSM2614157","5"
"GSM2614158","5"
"GSM2614159","23"
"GSM2614160","3"
"GSM2614161","21"
"GSM2614162","5"
"GSM2614163","1"
"GSM2614164","5"
"GSM2614165","3"
"GSM2614166","1"
"GSM2614167","5"
"GSM2614168","20"
"GSM2614169","21"
"GSM2614170","7"
"GSM2614171","5"
"GSM2614172","6"
"GSM2614173","1"
"GSM2614174","20"
"GSM2614175","5"
"GSM2614176","5"
"GSM2614177","3"
"GSM2614178","8"
"GSM2614179","3"
"GSM2614180","5"
"GSM2614181","1"
"GSM2614182","1"
"GSM2614183","5"
"GSM2614184","4"
"GSM2614185","5"
"GSM2614186","4"
"GSM2614187","3"
"GSM2614188","27"
"GSM2614189","3"
"GSM2614190","8"
"GSM2614191","20"
"GSM2614192","5"
"GSM2614193","4"
"GSM2614194","1"
"GSM2614195","5"
"GSM2614196","1"
"GSM2614197","5"
"GSM2614198","1"
"GSM2614199","3"
"GSM2614200","6"
"GSM2614201","3"
"GSM2614202","21"
"GSM2614203","5"
"GSM2614204","5"
"GSM2614205","6"
"GSM2614206","5"
"GSM2614207","1"
"GSM2614208","3"
"GSM2614209","5"
"GSM2614210","4"
"GSM2614211","20"
"GSM2614212","20"
"GSM2614213","5"
"GSM2614214","20"
"GSM2614215","2"
"GSM2614216","20"
"GSM2614217","2"
"GSM2614218","3"
"GSM2614219","5"
"GSM2614220","7"
"GSM2614221","5"
"GSM2614222","5"
"GSM2614223","6"
"GSM2614224","4"
"GSM2614225","22"
"GSM2614226","7"
"GSM2614227","5"
"GSM2614228","1"
"GSM2614229","20"
"GSM2614230","6"
"GSM2614231","20"
"GSM2614232","2"
"GSM2614233","1"
"GSM2614234","21"
"GSM2614235","5"
"GSM2614236","2"
"GSM2614237","4"
"GSM2614238","2"
"GSM2614239","4"
"GSM2614240","20"
"GSM2614241","5"
"GSM2614242","20"
"GSM2614243","6"
"GSM2614244","5"
"GSM2614245","6"
"GSM2614246","21"
"GSM2614247","4"
"GSM2614248","2"
"GSM2614249","5"
"GSM2614250","20"
"GSM2614251","5"
"GSM2614252","5"
"GSM2614253","1"
"GSM2614254","4"
"GSM2614255","7"
"GSM2614256","3"
"GSM2614257","1"
"GSM2614258","1"
"GSM2614259","4"
"GSM2614260","25"
"GSM2614261","5"
"GSM2614262","5"
"GSM2614263","5"
"GSM2614264","7"
"GSM2614265","7"
"GSM2614266","2"
"GSM2614267","20"
"GSM2614268","1"
"GSM2614269","5"
"GSM2614270","5"
"GSM2614271","3"
"GSM2614272","6"
"GSM2614273","5"
"GSM2614274","1"
"GSM2614275","5"
"GSM2614276","3"
"GSM2614277","5"
"GSM2614278","5"
"GSM2614279","6"
"GSM2614280","5"
"GSM2614281","1"
"GSM2614282","5"
"GSM2614283","17"
"GSM2614284","20"
"GSM2614285","3"
"GSM2614286","5"
"GSM2614287","20"
"GSM2614288","25"
"GSM2614289","1"
"GSM2614290","3"
"GSM2614291","1"
"GSM2614292","3"
"GSM2614293","1"
"GSM2614294","5"
"GSM2614295","5"
"GSM2614296","5"
"GSM2614297","2"
"GSM2614298","1"
"GSM2614299","5"
"GSM2614300","5"
"GSM2614301","20"
"GSM2614302","8"
"GSM2614303","3"
"GSM2614304","1"
"GSM2614305","25"
"GSM2614306","5"
"GSM2614307","7"
"GSM2614308","2"
"GSM2614309","20"
"GSM2614310","5"
"GSM2614311","5"
"GSM2614312","6"
"GSM2614313","21"
"GSM2614314","1"
"GSM2614315","3"
"GSM2614316","4"
"GSM2614317","1"
"GSM2614318","5"
"GSM2614319","1"
"GSM2614320","17"
"GSM2614321","2"
"GSM2614322","5"
"GSM2614323","5"
"GSM2614324","1"
"GSM2614325","4"
"GSM2614326","20"
"GSM2614327","4"
"GSM2614328","5"
"GSM2614329","1"
"GSM2614330","13"
"GSM2614331","6"
"GSM2614332","1"
"GSM2614333","1"
"GSM2614334","5"
"GSM2614335","4"
"GSM2614336","7"
"GSM2614337","8"
"GSM2614338","7"
"GSM2614339","21"
"GSM2614340","2"
"GSM2614341","7"
"GSM2614342","3"
"GSM2614343","1"
"GSM2614344","5"
"GSM2614345","20"
"GSM2614346","1"
"GSM2614347","3"
"GSM2614348","8"
"GSM2614349","5"
"GSM2614350","3"
"GSM2614351","1"
"GSM2614352","3"
"GSM2614353","8"
"GSM2614354","5"
"GSM2614355","3"
"GSM2614356","5"
"GSM2614357","5"
"GSM2614358","5"
"GSM2614359","1"
"GSM2614360","1"
"GSM2614361","1"
"GSM2614362","1"
"GSM2614363","1"
"GSM2614364","2"
"GSM2614365","6"
"GSM2614366","20"
"GSM2614367","2"
"GSM2614368","20"
"GSM2614369","5"
"GSM2614370","3"
"GSM2614371","6"
"GSM2614372","23"
"GSM2614373","1"
"GSM2614374","5"
"GSM2614375","1"
"GSM2614376","20"
"GSM2614377","20"
"GSM2614378","20"
"GSM2614379","5"
"GSM2614380","1"
"GSM2614381","5"
"GSM2614382","1"
"GSM2614383","4"
"GSM2614384","3"
"GSM2614385","25"
"GSM2614386","3"
"GSM2614387","4"
"GSM2614388","2"
"GSM2614389","5"
"GSM2614390","3"
"GSM2614391","1"
"GSM2614392","2"
"GSM2614393","20"
"GSM2614394","3"
"GSM2614395","1"
"GSM2614396","5"
"GSM2614397","17"
"GSM2614398","1"
"GSM2614399","21"
"GSM2614400","6"
"GSM2614401","5"
"GSM2614402","1"
"GSM2614403","5"
"GSM2614404","1"
"GSM2614405","1"
"GSM2614406","5"
"GSM2614407","1"
"GSM2614408","5"
"GSM2614409","5"
"GSM2614410","1"
"GSM2614411","1"
"GSM2614412","8"
"GSM2614413","5"
"GSM2614414","7"
"GSM2614415","5"
"GSM2614416","7"
"GSM2614417","5"
"GSM2614418","5"
"GSM2614419","5"
"GSM2614420","5"
"GSM2614421","8"
"GSM2614422","20"
"GSM2614423","4"
"GSM2614424","5"
"GSM2614425","2"
"GSM2614426","4"
"GSM2614427","2"
"GSM2614428","3"
"GSM2614429","20"
"GSM2614430","5"
"GSM2614431","6"
"GSM2614432","21"
"GSM2614433","5"
"GSM2614434","2"
"GSM2614435","6"
"GSM2614436","5"
"GSM2614437","23"
"GSM2614438","2"
"GSM2614439","1"
"GSM2614440","5"
"GSM2614441","3"
"GSM2614442","4"
"GSM2614443","5"
"GSM2614444","9"
"GSM2614445","5"
"GSM2614446","3"
"GSM2614447","5"
"GSM2614448","20"
"GSM2614449","20"
"GSM2614450","6"
"GSM2614451","27"
"GSM2614452","5"
"GSM2614453","1"
"GSM2614454","2"
"GSM2614455","3"
"GSM2614456","1"
"GSM2614457","4"
"GSM2614458","5"
"GSM2614459","4"
"GSM2614460","2"
"GSM2614461","5"
"GSM2614462","4"
"GSM2614463","4"
"GSM2614464","5"
"GSM2614465","1"
"GSM2614466","5"
"GSM2614467","1"
"GSM2614468","9"
"GSM2614469","6"
"GSM2614470","1"
"GSM2614471","5"
"GSM2614472","4"
"GSM2614473","1"
"GSM2614474","5"
"GSM2614475","9"
"GSM2614476","6"
"GSM2614477","1"
"GSM2614478","1"
"GSM2614479","3"
"GSM2614480","5"
"GSM2614481","1"
"GSM2614482","21"
"GSM2614483","3"
"GSM2614484","5"
"GSM2614485","2"
"GSM2614486","9"
"GSM2614487","2"
"GSM2614488","3"
"GSM2614489","5"
"GSM2614490","3"
"GSM2614491","4"
"GSM2614492","1"
"GSM2614493","1"
"GSM2614494","4"
"GSM2614495","21"
"GSM2614496","6"
"GSM2614497","4"
"GSM2614498","21"
"GSM2614499","5"
"GSM2614500","7"
"GSM2614501","21"
"GSM2614502","7"
"GSM2614503","1"
"GSM2614504","5"
"GSM2614505","1"
"GSM2614506","4"
"GSM2614507","3"
"GSM2614508","1"
"GSM2614509","4"
"GSM2614510","3"
"GSM2614511","5"
"GSM2614512","5"
"GSM2614513","1"
"GSM2614514","5"
"GSM2614515","1"
"GSM2614516","5"
"GSM2614517","2"
"GSM2614518","4"
"GSM2614519","5"
"GSM2614520","5"
"GSM2614521","1"
"GSM2614522","5"
"GSM2614523","5"
"GSM2614524","7"
"GSM2614525","5"
"GSM2614526","1"
"GSM2614527","5"
"GSM2614528","7"
"GSM2614529","3"
"GSM2614530","8"
"GSM2614531","6"
"GSM2614532","2"
"GSM2614533","1"
"GSM2614534","5"
"GSM2614535","2"
"GSM2614536","27"
"GSM2614537","5"
"GSM2614538","1"
"GSM2614539","21"
"GSM2614540","8"
"GSM2614541","3"
"GSM2614542","5"
"GSM2614543","3"
"GSM2614544","1"
"GSM2614545","5"
"GSM2614546","5"
"GSM2614547","20"
"GSM2614548","1"
"GSM2614549","1"
"GSM2614550","20"
"GSM2614551","17"
"GSM2614552","6"
"GSM2614553","5"
"GSM2614554","5"
"GSM2614555","5"
"GSM2614556","1"
"GSM2614557","3"
"GSM2614558","20"
"GSM2614559","6"
"GSM2614560","4"
"GSM2614561","1"
"GSM2614562","2"
"GSM2614563","4"
"GSM2614564","21"
"GSM2614565","20"
"GSM2614566","5"
"GSM2614567","21"
"GSM2614568","21"
"GSM2614569","5"
"GSM2614570","5"
"GSM2614571","5"
"GSM2614572","3"
"GSM2614573","5"
"GSM2614574","3"
"GSM2614575","21"
"GSM2614576","5"
"GSM2614577","2"
"GSM2614578","20"
"GSM2614579","4"
"GSM2614580","24"
"GSM2614581","8"
"GSM2614582","5"
"GSM2614583","27"
"GSM2614584","5"
"GSM2614585","5"
"GSM2614586","7"
"GSM2614587","5"
"GSM2614588","2"
"GSM2614589","5"
"GSM2614590","5"
"GSM2614591","20"
"GSM2614592","21"
"GSM2614593","5"
"GSM2614594","2"
"GSM2614595","2"
"GSM2614596","2"
"GSM2614597","5"
"GSM2614598","1"
"GSM2614599","4"
"GSM2614600","6"
"GSM2614601","4"
"GSM2614602","6"
"GSM2614603","2"
"GSM2614604","3"
"GSM2614605","23"
"GSM2614606","9"
"GSM2614607","20"
"GSM2614608","5"
"GSM2614609","5"
"GSM2614610","20"
"GSM2614611","5"
"GSM2614612","5"
"GSM2614613","5"
"GSM2614614","3"
"GSM2614615","21"
"GSM2614616","23"
"GSM2614617","21"
"GSM2614618","3"
"GSM2614619","20"
"GSM2614620","20"
"GSM2614621","3"
"GSM2614622","5"
"GSM2614623","5"
"GSM2614624","5"
"GSM2614625","5"
"GSM2614626","1"
"GSM2614627","27"
"GSM2614628","8"
"GSM2614629","5"
"GSM2614630","6"
"GSM2614631","20"
"GSM2614632","1"
"GSM2614633","6"
"GSM2614634","5"
"GSM2614635","1"
"GSM2614636","9"
"GSM2614637","1"
"GSM2614638","3"
"GSM2614639","6"
"GSM2614640","5"
"GSM2614641","23"
"GSM2614642","6"
"GSM2614643","1"
"GSM2614644","20"
"GSM2614645","4"
"GSM2614646","2"
"GSM2614647","20"
"GSM2614648","23"
"GSM2614649","4"
"GSM2614650","4"
"GSM2614651","4"
"GSM2614652","1"
"GSM2614653","1"
"GSM2614654","3"
